Gene.symbol	Gene.ID	adj.P.Val	logFC
KCND3	3752	0.0905611264893001	0.237996179731935
		0.0906203304160916	-0.504446532195804
		0.0906324541960603	-0.250647855361306
		0.0906324541960603	0.314227472860139
CTSE	1510	0.0907062482664078	0.638388706925408
ATXN3///ATXN8///ATXN3	4287///724066///4287	0.0907751540472577	0.388559049249416
DHRS13	147015	0.0907751540472577	0.555453769326339
CLDN19	149461	0.0907751540472577	0.250904572487179
SCYL2	55681	0.0907751540472577	0.347679383727272
		0.0907785385866395	0.428470741547786
ZNF663P	100130934	0.090806567330786	-0.228521218773893
RGL1	23179	0.0908106009303911	0.724020585641026
		0.0908106009303911	0.249953718030303
		0.0908214152964301	-0.598231657440559
ADD1	118	0.0909775496660842	-0.444321314263403
KYAT3	56267	0.0909798285104713	-0.607167174289045
		0.0910200524058236	-0.42861241395105
		0.0910458570155037	0.330564988076922
OTUB1	55611	0.0910557763281049	-0.400779356265735
VCL	7414	0.0911577417301701	0.619829435631702
CAPZA1	829	0.0911737707767284	-0.514361450449883
PIM3	415116	0.0911779838157688	0.500788116715618
ADRA1D	146	0.0911875341902774	0.253939755895106
		0.0912119148247604	-0.192054444344988
		0.0912327939432378	0.49639675721212
MAGEF1	64110	0.091234556959507	-0.371441581414919
SLC34A3	142680	0.0912973746270039	-0.252648553748251
ERVFRD-1	405754	0.0913442837407172	0.593081752585081
		0.0913753398944338	0.240676617776224
GLO1	2739	0.0914104578235705	0.566254446571094
DRG2	1819	0.0914128015739716	-0.272285795573427
PRPF6	24148	0.0914128015739716	0.395336968111889
DCAF11	80344	0.0914128015739716	0.324972091384613
FAM120C	54954	0.0914128015739716	-0.498219783454545
GPAT2P2	653924	0.0914314495753251	0.510445441041957
KLHDC9	126823	0.0914612367986522	-0.254829518205129
		0.0915183416800452	0.433121105461538
IDUA	3425	0.0915344982944138	-0.418889811344989
BPIFA3	128861	0.0915487071457032	0.258708389958042
ZIC5	85416	0.091595384678191	0.288915915137529
		0.0916393032679289	0.467189582037296
TCTE3	6991	0.0916478487802079	-0.284720136848485
OTUB2	78990	0.0916478487802079	0.338198595501165
KRT82	3888	0.0916490316186682	0.230349900412587
		0.0916490316186682	-0.171463678223776
EXOC5	10640	0.0916778644132538	-0.236693327069931
		0.0916778644132538	-0.649689206522146
RELN	5649	0.0916778644132538	0.480054736013985
CHD6	84181	0.0917317754652694	-0.279024352755245
DDIT4L	115265	0.0917516850112179	0.764823293673659
FBXW12	285231	0.0917516850112179	0.199943450682983
GPR20	2843	0.0917688797782846	0.296555348825176
		0.0917688797782846	-0.451618471799534
		0.091791329644969	-0.470990212571097
		0.091826388992911	-0.153031547972028
OSGEPL1	64172	0.0918340685780585	-0.552033071361306
KCNJ18///KCNJ12	100134444///3768	0.091834627206928	0.381953670055942
CCDC30	728621	0.091834627206928	-0.405963878608392
TMEM65	157378	0.0919524506874077	0.55958525437529
RAB35	11021	0.0919680667469262	0.287227378916083
TFCP2	7024	0.0920836844454525	0.623353564205127
		0.0920836844454525	-0.361881296764568
GBP3	2635	0.0921383518948422	-0.553629223244755
TCAF1	9747	0.0921670701764468	0.51210332186014
		0.0921670701764468	-0.498637005601398
		0.0921851631128715	-0.424113309123545
		0.0922246576075999	-0.288975201421911
TMEM37	140738	0.0922363511605563	0.354214134820512
CEP83	51134	0.092247630261713	0.451401408046619
		0.092327514343331	-0.324144718783217
MIR200A	406983	0.0924230288133009	0.23624069539627
NDEL1	81565	0.0924333946414354	-0.389320970002332
		0.0924333946414354	0.303270484013986
		0.0924873400510437	-0.376568658156176
		0.0925114113672085	-0.332366600804196
OR51L1	119682	0.092559497279984	0.240075900839161
WDR60	55112	0.0926846828079341	0.330207196461539
MC2R	4158	0.0927086791947422	-0.19704924941958
PCCA	5095	0.092715688105069	0.744212336769229
UTP18	51096	0.0927262525148471	0.303589601256411
VMAC	400673	0.0927262525148471	-0.319578602741259
OCIAD1	54940	0.0927402518009881	0.344219545867133
MAP3K6	9064	0.0927402518009881	0.323090986123542
ADCY10	55811	0.0927928542664221	0.195580058433566
CDK2AP2	10263	0.0928097789102022	-0.352119491531469
TMEM70	54968	0.0929453793087532	0.414041417515152
XKR7	343702	0.0929848090326508	0.283223461750581
		0.0929971015135027	0.690703292916083
MAST2	23139	0.093027263299989	0.286387619764569
SERPINA4	5267	0.0930346417625978	-0.265750371095573
		0.0930346417625978	-0.340221976447554
MYO3B	140469	0.0930346417625978	0.401498621291375
TEX10	54881	0.0931171286995174	0.372564518729602
		0.0931478593278486	1.2175912239627
		0.0931763357095146	0.393784490764569
CENPB	1059	0.0931866220567467	0.325864802228438
SPATA6L	55064	0.0931914310010143	-0.227958313321678
CEACAM3	1084	0.0932069295481715	0.2667765228648
NKX1-2	390010	0.0932545978614321	0.271633065032634
		0.0932550215419152	0.656387928571095
		0.0933073135698218	-0.510635850041958
AADAT	51166	0.0933408998475229	0.827595009317016
EBF3	253738	0.0933554073460629	0.6851908642331
LACRT	90070	0.0934377205462515	0.297814344960373
		0.0934585514203472	0.447127416703962
LOC440311///GLTSCR2	440311///29997	0.0934585514203472	-0.426878669072261
ING5	84289	0.0934585514203472	0.479799132904428
		0.093529180840085	0.43765852523543
		0.0935303683041133	0.572308749797203
		0.0935372368702769	0.993842833496504
		0.0935574169372743	0.383573400293709
		0.0935574169372743	-0.866511994263402
		0.0935574169372743	0.313601597356643
SNORD113-4	767564	0.0935657279588024	0.558038902235431
KRTAP10-3	386682	0.0935664309418428	0.262246750843822
MINOS1-NBL1///NBL1	100532736///4681	0.0935664309418428	0.297943376797202
		0.0935768867758227	0.538756962104895
OR1B1	347169	0.0936664749521428	0.292517529899766
C10orf12	26148	0.0936950790540261	-0.352739497027973
		0.0937223417713822	0.548593193874126
UBR3	130507	0.0937299855625939	-0.336163913641026
		0.0937546883167387	0.403672567226106
		0.0937618663705353	0.344485547829837
SCGB2B2	284402	0.0937618663705353	-0.375360252559442
OR4D6	219983	0.0938025522058209	0.249298161741259
		0.0938025522058209	1.01042176906527
GRM1	2911	0.0938025522058209	0.221229721620047
RBM12///CPNE1	10137///8904	0.0939044717260383	-0.231456890706294
		0.0939170012920213	-0.383325565738928
		0.0939170012920213	-0.222890702652681
SNRNP25	79622	0.0939202105176932	-0.563664177142192
		0.093938928946484	-0.186027209720281
		0.0939629982598281	-0.980622802643356
PCDH11Y///PCDH11X	83259///27328	0.093979006741241	0.297030762592074
		0.0939930510535463	0.315247063132867
FCGBP	8857	0.0940067693805396	-0.344157103482518
		0.0940117775145695	0.120384256524475
SNORD62B///SNORD62A	692093///26786	0.0940149279063505	-0.430091931608392
		0.0940518344354724	0.261053618016317
LOC100132686	100132686	0.0940761211038177	-0.48879328706993
OR5L1	219437	0.0940843572154843	0.248499094188811
		0.0940843572154843	-0.171154899293707
		0.0940949593682143	-0.28764582727739
		0.0941053924560584	0.177592537524475
CAND2	23066	0.0941973257521486	0.321904416286713
CNEP1R1	255919	0.0942632797682797	-0.301896370403264
		0.0942771787816684	0.39267602372261
		0.0942771787816684	0.338655329603728
		0.0944027421806764	0.148070652939394
NXT1	29107	0.0945817993822518	0.325731516953379
AP3D1	8943	0.0945817993822518	0.250422684391609
LINC01128	643837	0.0946748189177225	-0.420094129958042
FAM69B	138311	0.0947478233355765	-0.432587383540793
		0.094787652153833	-0.774514058659674
ERICH5	203111	0.0948857628825124	0.309824864363637
NEK7	140609	0.0949240478158481	-0.439444095899768
DNAH12	201625	0.0949342903449839	0.232399351778555
RNF219	79596	0.0949683702789187	0.831546163962704
		0.0950364136419453	-0.43603153432401
		0.0950364136419453	0.339485864629371
SPPL2A	84888	0.0950476816358513	-0.297455668477857
AGMO	392636	0.0950684461928763	0.17744568816317
		0.0950684461928763	-0.490038210473194
		0.0950684461928763	-0.43114692104662
SNORD13P2	6077	0.0950801098686757	0.489411614498835
SLC12A2	6558	0.0950801098686757	-0.480738976717947
HPSE2	60495	0.0953034396286501	0.510582244375291
TBX18	9096	0.0953034396286501	0.448773085547785
TMEM8B	51754	0.0953213520111845	-0.249032390244756
		0.0953515441119153	0.314387749641025
ALKBH4	54784	0.0953515441119153	0.341147212496502
JAK2	3717	0.0953515441119153	-0.489469081030303
GPR146	115330	0.0953515441119153	0.6659212289324
CCR4	1233	0.0954018234668033	0.726703207363635
		0.0954050943817851	0.344292570813519
MTMR2	8898	0.0954170769157409	0.551328971300698
		0.0954372147493672	0.344359390069929
		0.0954372147493672	-0.739530648333332
RAD51B	5890	0.0956129964156129	-0.338285244452214
UBR2	23304	0.0956215642109268	-0.281440792752914
		0.0956714018912336	0.666562466953379
		0.0957023080791309	0.28277997634965
TRIB3	57761	0.0957392694710222	0.615410413764569
		0.0957531567400899	-0.475514423212122
		0.0957905209887027	-0.661278582107228
		0.0957920177041562	0.189379995342657
		0.0958300762324685	-0.385959624013987
		0.0958883328311964	-0.311885146027973
TMEM105	284186	0.0960435818881616	0.319777187324009
LINC01164	399827	0.0960490622154855	0.271681202801864
		0.0960651267967996	-0.296356516398601
		0.0960716116648308	-0.582774183107226
		0.0961843986970652	0.63591425879021
		0.0962056693649237	-1.09314979021212
C1orf74	148304	0.096288023740789	0.430049454375291
ERVMER34-1	100288413	0.096288023740789	0.225426783892773
USP44	84101	0.096288023740789	-0.700366886004662
		0.096288023740789	0.635440188254078
		0.0962993155660967	-0.18854910511422
CLEC4E	26253	0.0963551325631283	0.728234806219114
PRTFDC1	56952	0.0963813843906539	0.555546355731934
		0.09639942848725	0.315353963641027
TLR4	7099	0.0964555987932749	1.02155417484382
WHAMMP1///WHAMMP2///WHAMMP3///WHAMM	100288615///440253///339005///123720	0.0964773035067533	-0.614259868927739
TRIM27	5987	0.0964981598615855	0.364654582372959
		0.096542888169394	0.378107949662004
CMTR2	55783	0.0965494752036435	-0.416640878046621
SNORD114-2	767578	0.0965494752036435	0.438466463923077
KLHL1	57626	0.0965494752036435	0.16830839551282
MRPS18B///MRPS18B	28973///28973	0.0965494752036435	0.394178345522145
		0.0965752576963027	0.213429013652681
JADE3	9767	0.0965752576963027	-0.439008664736598
		0.0965752576963027	0.163495048251748
MIR382	494331	0.0965840954862691	0.244240925226107
AREG	374	0.0966398270176679	-1.35098595689044
LSM7	51690	0.0966608310472465	0.452793370682984
RDH13	112724	0.0966706089660434	0.310477178160839
		0.0967131320696727	0.588468858531469
UNC93B1	81622	0.0967238850325969	0.417938510815851
RAB9BP1	9366	0.0967472455023593	0.163882133160839
VWCE	220001	0.0967472455023593	0.311903309771561
		0.0967743546813203	-0.311660398638695
LOC494141	494141	0.0968710740239249	0.344596714617715
		0.0969064562646911	-0.448600687706294
		0.0969292165557436	-0.521884984769231
		0.0969292165557436	0.259955133097904
LINC01521	54944	0.0969292165557436	0.347698150284382
		0.0969417032935883	0.217776949058275
NEPRO	25871	0.0969832966935676	-0.258742427585081
CTBP1	1487	0.0969987496104108	0.277378245641025
MLLT1	4298	0.0971879486880964	0.276742648097901
		0.0972206133113534	-0.304769332074592
MYPOP	339344	0.0972394583344149	-0.272668848638694
		0.0972408126960077	0.23013186451049
MYO1F	4542	0.0972511100382896	0.851203967344988
ANKRD36///ANKRD36B	375248///57730	0.0973937006831158	0.430190852006993
CDK7	1022	0.0974700289650595	0.413175335664335
		0.0974959491553744	-0.239590541212122
EVX2	344191	0.0975311643401379	0.314851894652681
HMG20A	10363	0.0975403269960452	-0.310090723515151
NANOGNB	360030	0.0975864652813565	-0.216883269554779
		0.0975911239376924	-0.68894931353613
		0.0976103316102401	0.15903326095338
ERC2	26059	0.0976184503981246	0.215767780897436
		0.0976184503981246	-0.655385587351981
SVOP	55530	0.0976184503981246	-0.249916614564103
ZMYM3	9203	0.097618749239286	0.338631669689976
		0.0976906128156973	-0.282187529354313
NOP10	55505	0.0977114659353998	0.377987871641024
SNORD113-3	767563	0.0977347716204559	0.466712722974359
NTSR1	4923	0.0977425602091086	0.447511715230769
REPS1	85021	0.0977425602091086	-0.477374898102565
		0.0977425602091086	-0.26542374065035
		0.0977540075068055	-0.460214908328672
OR6C65	403282	0.0978890801528769	0.179778490932401
RNF149	284996	0.0980351867017769	0.497633888191141
TMEM176A	55365	0.0980351867017769	0.59960208630303
PI16	221476	0.0980351867017769	-0.420306105349651
		0.0980683333809517	0.221551236524475
ROBO3	64221	0.098094180713314	0.256485622934732
		0.0981747016530729	0.387489574135198
		0.0982547178326101	0.289048228876458
KCNH4	23415	0.0983174909549515	-0.303711342482518
PLCXD3	345557	0.098322492083138	0.195023635969696
CD7	924	0.0983506919690408	0.409310206074592
WDR93	56964	0.0983970992240572	0.234027223813519
CTNNBL1	56259	0.0984048327138423	0.421915469708625
TLN1	7094	0.0984086001140921	0.34875920672261
SRA1	10011	0.0984086001140921	0.333185005841491
		0.0984100417742425	0.743066027358974
KDM8	79831	0.0984285243316245	-0.313409188505828
KRAS	3845	0.0984652227444048	0.488930336846154
		0.0984652227444048	0.552244427694638
SEPT4	5414	0.098629118118753	0.282520515254079
MMP8	4317	0.0987080688519281	0.644366159403263
		0.0987347482844397	-0.207550941587413
		0.0987347482844397	-0.30286922953613
BOLA2-SMG1P6///LOC101060386///SMG1P3///SMG1P1///SMG1P5///BOLA2///SMG1P2///SMG1	107282092///101060386///100271836///641298///595101///552900///440354///23049	0.098765767667322	-0.30158016772028
UBC	7316	0.098880038403018	-0.168683021328674
TMEM203	94107	0.098880038403018	0.571221235801866
		0.0989463875714824	0.349058766797203
OAZ1	4946	0.0989813853392433	-0.38992253083217
FP248	101930072	0.0990486359658814	-0.494280389291376
SRSF3	6428	0.0990495734474556	-0.29197350695804
CHRNB4	1143	0.0991189695357355	0.4688732064662
DACT3	147906	0.0991727874690241	0.295251093808857
ZNF730///ZNF728///ZNF676///ZNF430///ZNF208///ZNF99///ZNF85///ZNF43	100129543///388523///163223///80264///7757///7652///7639///7594	0.0992294207112324	-1.10407427022378
		0.0993734266783963	0.609969593624709
		0.0993734266783963	-0.469863274836829
LOC102724507///LOC100509620///AQP7P1///AQP7	102724507///100509620///375719///364	0.0993818027079303	-0.701148206335664
NXNL1	115861	0.0994571298203449	0.293849953867133
TMEM60	85025	0.0994738679784264	-0.536669807689976
LOC100129112	100129112	0.0995795984301158	-0.342559874524476
		0.0996607233656643	0.517888431990676
		0.0997680835711292	0.197636805435898
		0.0998978351951679	-0.361979747494172
CCL22	6367	0.100093152560821	0.239316375109556
		0.100109501982928	-0.57490070359907
CAV1	857	0.10014260065885	-0.818340450487179
		0.100191682557708	-0.518655641305362
ALG14	199857	0.100194355378769	-0.463300242088579
OR5D13	390142	0.100254911140066	0.171769249675991
BIVM	54841	0.100254911140066	0.616293173452216
		0.100254911140066	-0.687061774505828
		0.10026373153318	-0.417064781543124
		0.100297348688388	0.263930819384616
MLYCD	23417	0.100381368361836	0.349404226657342
		0.100396851967767	0.599205531396271
TCEAL7	56849	0.10043558424543	-0.321756846687646
PMS2P9///PMS2P7///PMS2P6///DTX2P1-UPK3BP1-PMS2P11///LOC441259///PMS2///PMS2P3///PMS2P5///PMS2P4///PMS2P2///PMS2P1///PMS2P6///PMS2P3///PMS2P2///PMS2P1	100132832///100101440///729453///441263///441259///5395///5387///5383///5382///5380///5379///729453///5387///5380///5379	0.100507297140355	0.362107215375291
MAGEA2B///MAGEA12///MAGEA2	266740///4111///4101	0.100508910645012	0.309047344146854
		0.100559874025949	0.540825113750582
PLCG1	5335	0.100559874025949	-0.580408790582751
PARP6	56965	0.100567521454049	-0.43036463253147
		0.10059954095036	-0.422886928659673
ARG2	384	0.10059954095036	0.630526565275058
RPS13	6207	0.100648049472476	-0.428759198909091
MMP28	79148	0.100648049472476	0.297625250934732
GAPDHS	26330	0.100652006331266	0.285002606088578
SLC26A10	65012	0.100655600510323	0.305597843335665
KCTD10	83892	0.100655600510323	0.246733878358973
FAM86HP///FAM86B1///FAM86C1	729375///85002///55199	0.10068316270377	0.515015231997668
NUFIP1	26747	0.100685874292424	0.389306499965036
ATP2A1	487	0.100804144808719	0.254771442484849
HS6ST1	9394	0.100804144808719	0.47241725772261
PRM1	5619	0.1008050111206	0.24374921209324
		0.100829075565613	0.243762661473193
TCTEX1D4	343521	0.100852992612049	0.355297541109556
		0.100864518868524	0.55353175662005
TAF1C	9013	0.100866828316639	-0.269360594142191
COL27A1	85301	0.100884174028892	0.316828806268064
SGCA	6442	0.100957281472243	-0.209455497871796
STRA6	64220	0.10100963127823	0.42195762248718
SEL1L	6400	0.10100963127823	0.350478151132867
MRPS9	64965	0.101043234223178	0.483811295941723
		0.101065475263692	-0.362210499116551
		0.101065475263692	0.861826186205127
		0.101160818794266	-0.685712383780886
OBP2A	29991	0.101256988044831	-0.332508390158508
		0.101256988044831	0.844017159312354
ZDHHC8	29801	0.101295509315762	-0.348733547920748
LOC650293///OR7E91P	650293///79315	0.101330447050914	-0.633729678034964
		0.101369401641572	-0.481495993871795
		0.101400761863428	-0.590406030004663
		0.101446603551603	-0.315106164004662
INSL6	11172	0.101446603551603	-0.241110702995338
KIAA0087	9808	0.101458773744354	0.614812532517483
ZNF385A	25946	0.101476894657822	0.463502846205128
		0.101508664208812	-0.5066810552331
		0.101585132011277	0.654196080198136
SPIN2B///SPIN2A	474343///54466	0.101617395969663	0.324567015808857
FAM153C///FAM153A///FAM153B	653316///285596///202134	0.101640067206941	-0.506250628156178
CFAP73	387885	0.101654349839789	0.297591506981354
		0.101654349839789	0.250902967303031
HRNR///RPTN	388697///126638	0.101672130659809	0.258950668578088
LIN52	91750	0.101826869957311	-0.350298818892773
ENDOD1	23052	0.101826869957311	-0.74651214918415
TRIM40	135644	0.101843730421566	-0.279475779032635
		0.101845356131261	-0.238056903543123
		0.101878939878066	-0.436148874675991
		0.101878939878066	0.390671524442891
STON1-GTF2A1L///STON1///GTF2A1L	286749///11037///11036	0.101878939878066	0.290685168622378
BMS1P21	100288974	0.101884895637014	0.371629026710955
		0.101896720278689	0.552832531368298
		0.101900495460581	-0.603110570731934
VASH2	79805	0.101920679801824	0.440934801400932
MIR92A2	407049	0.101949518292375	0.357586913937063
KHNYN	23351	0.101949518292375	-0.366933018820514
NAPB	63908	0.101982273020894	0.30512033944289
HEY1	23462	0.101982273020894	0.37013260932401
		0.102032008170804	0.211726426498834
THEG	51298	0.102042792120543	0.292447922703962
		0.102140184728007	-0.360794541916083
HDLBP	3069	0.102188178186064	0.25556095581352
SIRT7	51547	0.102223332439594	0.547977506855479
YIPF7	285525	0.10223209636143	0.183219947473193
		0.102247882271607	0.468357448694638
		0.102293194819111	-0.318779725911423
		0.102414555325823	-0.61216045109091
STX2	2054	0.102420965692258	-0.371368880552447
		0.102437937536554	0.762788432452214
PARVB	29780	0.102437937536554	-0.617137040519815
BECN1	8678	0.102439869046687	-0.238936676997669
		0.102480526567152	0.678665428787877
TRIM8	81603	0.102526773368948	-0.543159520755245
GRAMD4	23151	0.102552183266817	0.539175487818182
DNAJC28	54943	0.102552183266817	-0.393987521620047
SLC25A51	92014	0.102565430983997	0.475805805011656
		0.102602851650977	-0.78656862513753
WWC2-AS2	152641	0.102618940001834	0.306621826785548
RFC1	5981	0.102620473418863	0.415746436270396
		0.102655287818306	-0.300549237620047
CNTD1	124817	0.102731127953111	0.277819592652681
		0.102743484362048	-0.218329350645688
GPR153	387509	0.102762094127089	0.286177429291374
EOMES	8320	0.102762931118056	0.392483707116549
		0.102762931118056	-0.34345564546387
		0.102762931118056	-0.530680500573427
		0.10276811935113	0.451624014347319
PTH2	113091	0.102776797048929	0.329462339508159
		0.102776802329303	-0.267180880699302
		0.102807637777996	0.340046930386946
		0.102819367047326	0.495293127829837
WEE2-AS1	285962	0.102877215083518	-0.388179074526806
UBASH3A	53347	0.102877215083518	0.534988621596737
		0.102898754368212	0.358237325545455
CFAP47	286464	0.102945719318427	0.459312205580419
ZMYND12	84217	0.103002468431999	0.336202058223776
SLC16A10	117247	0.103002468431999	0.659337610219114
CCDC138	165055	0.103020682151951	0.568426841379952
		0.103020682151951	0.844312679111889
		0.10302849718101	-0.422849806689977
		0.103105640243217	-0.721313518219115
NDUFV3	4731	0.103105640243217	0.299756188881119
CUL5	8065	0.103175435168021	0.298772780375292
TARDBP	23435	0.103199988978467	0.503372446431234
TMEM245	23731	0.10320242729687	0.373278112181818
		0.103230286164571	0.107891116244756
ZNF202	7753	0.103313177924367	-0.309830819125875
		0.103344415658519	-0.363967615836831
EFNB1	1947	0.103346002692509	0.410224045979021
RPS6P6	728131	0.103399550685499	0.319106137780885
		0.103445782984039	-0.491114327655013
SYCN	342898	0.103447062065339	0.369173628545454
IFI35	3430	0.103481780857724	-0.533825644498835
TMEM132C	92293	0.103481780857724	-0.303712171820512
MFSD3	113655	0.103504434686262	0.369489138846152
		0.103504434686262	-0.287161874473194
VAC14	55697	0.103532439878874	-0.364760739585081
		0.103544419904334	-0.93759154781119
		0.103544419904334	0.553606313468531
CACNG1	786	0.103599156701162	0.242487766930069
LYPD2	137797	0.103774483773752	0.310681001102565
LINC00083	400797	0.103800464333423	-0.255337050230769
DOC2B	8447	0.103838819209426	-0.428439629328672
FAM32A	26017	0.103840512937057	0.355262992214452
		0.103852101501547	-0.290800233247086
HACL1	26061	0.103852101501547	0.26114449628205
SYT16	83851	0.103892161633147	0.209111764389277
PRDM5	11107	0.104122428873308	0.349254712687646
DKFZP434L187	26082	0.104122428873308	0.543302164293706
DUOX2	50506	0.104223790300943	0.235836734251748
MCRIP2	84331	0.104249893857955	0.353784654804194
ASB2	51676	0.104303465179007	0.328560464680652
TPTE2P6	374491	0.104304310203394	0.419877813559441
		0.104343100725181	-0.524005324983683
FRMD6	122786	0.10435535740516	0.39467984741725
ZNF322	79692	0.10435535740516	1.07517218516317
ZMYND10	51364	0.104615945404704	0.225206165384615
PDCD7	10081	0.104620509082333	0.420532482920746
SLED1	643036	0.104643651446625	0.674268810552449
NKAIN2	154215	0.104643651446625	0.460415514948718
MTG1	92170	0.104714710594039	-0.275705381724941
		0.104764633297914	0.328573108878787
		0.104764633297914	0.253125016689978
		0.104796924211048	-0.224783650473194
EXTL3	2137	0.10483810535373	0.536238282354312
CEP131	22994	0.104860085147812	0.264805816384616
ACACB	32	0.104931832270931	-0.511045383149185
		0.104948884471641	-0.340694043240092
LINC00216	55451	0.104948884471641	-0.298782175990677
DKFZP434I0714	54553	0.104948884471641	-0.307181404251748
ATOH7	220202	0.104957475291869	-0.296700022156179
		0.104968450946565	-0.32938000625175
		0.105052070894618	-0.440389494473194
SLC5A11	115584	0.105072516953552	-0.257637275417251
MXRA7	439921	0.105149231651441	0.479425415181818
		0.105152825351213	-0.719500282955711
IGSF3	3321	0.105152825351213	0.480673982109557
ZNF189	7743	0.105159957557756	-0.334990512734266
		0.1051639417844	-0.345232126228439
MARCH10	162333	0.105166740090113	-0.221007796265734
MVK	4598	0.105166740090113	0.396863919102564
PPP4R3B	57223	0.105185613112672	-0.209477688766899
STARD4	134429	0.105188711738989	0.831035878088577
OR1J1	347168	0.105245049118276	0.279870580400932
NIPAL1	152519	0.105245049118276	0.319779404235431
FBXO38	81545	0.105245049118276	-0.297662048869466
TULP1	7287	0.105245049118276	0.229854131410256
TMEM120B	144404	0.105245049118276	0.464312439489509
		0.105282648565349	0.509231961890443
C1QTNF4	114900	0.105305778680454	0.511078244895104
RUNDC3B	154661	0.105306646778488	0.509567723659673
HECTD1	25831	0.10534924044288	0.246510088573425
PTPN23	25930	0.105413282166952	-0.27993349990676
		0.105423522528692	0.212803076104895
PPP1R9B	84687	0.105455163590164	-0.317336556319348
		0.105508780601462	0.118417287230769
TM4SF4	7104	0.105549778140454	0.23744000658275
ERN2	10595	0.105564446449044	-0.226384272666667
MIPOL1	145282	0.105579532685738	0.39708736574592
		0.105592834298357	-0.164456128566433
TGFBRAP1	9392	0.10562787959283	0.439932491372959
HSF2BP	11077	0.105656570911081	0.397453978962704
		0.10569718937689	-0.301161444575758
HHAT	55733	0.10572134902316	-0.456480557708626
ZNF275	10838	0.105776812313918	-0.467300052599065
		0.105781312813164	0.244029022979021
HTR2B	3357	0.105786001302638	0.254074332904428
		0.105790357181507	0.21947402497669
		0.105833800184597	0.512786038659673
ELOF1	84337	0.105846493170482	-0.353389964878789
BMP1	649	0.105872959557049	0.294409850484849
		0.105872959557049	0.891276772932399
		0.105872959557049	-0.304101634776225
KRTAP5-11	440051	0.105890098240192	0.260094946787879
GULP1	51454	0.106005406851813	0.358728401202797
		0.106036510537342	-0.35901770193473
STC2	8614	0.106062187318708	0.758096634624708
COQ9	57017	0.106079122827304	0.323568066480187
AK5	26289	0.106092795841455	0.760180305813519
IL17RA	23765	0.106092795841455	0.677950845400932
		0.106092795841455	0.220448404240093
		0.106092795841455	-0.606928109815851
CD274	29126	0.106096330159973	-0.513616490398602
HEXIM2	124790	0.106096330159973	-0.204270392198135
C15orf41	84529	0.106096330159973	-0.655714471438229
		0.10614527881412	0.182032346377623
		0.10614527881412	-0.262290834030303
TBCC	6903	0.10614527881412	-0.270778316820514
		0.10614527881412	0.289779920888112
LOC100508226	100508226	0.10614527881412	0.421706194438228
FAAH2	158584	0.106192904463893	-0.359831758361306
		0.106194956556525	0.256075474370629
		0.106206587007535	-0.621185307731935
SCAI	286205	0.106239173888013	-0.391138573459207
		0.106239173888013	0.732875212522145
		0.106241710446027	-0.762825746356643
SNORA2B	677794	0.10626774263688	-0.649542555242425
		0.106322636695107	0.509033989314684
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7	114336///114335///94115///94027///93659///3972///1082///94027	0.106379486271954	0.270091680722611
SYNE3	161176	0.106379486271954	-0.503856642666666
SAA1	6288	0.106379486271954	0.322430052801864
		0.10639656819256	0.443315527391607
CHRM4	1132	0.106402200634475	-0.350436830799535
		0.106470298965387	0.49082627839627
CSNK1G1	53944	0.106482359210736	-0.29856051327739
		0.106483185288962	0.42136246386247
ASIC2	40	0.106511989265162	0.299549459337996
		0.106511989265162	0.239645521794872
		0.106511989265162	0.858892442799533
CIDEC	63924	0.10651407523838	-0.251908009568765
MAEA	10296	0.106540656932609	0.305948178620048
OR2T33///OR2T8///OR2T12	391195///343172///127064	0.106611361729948	0.302332997715617
		0.106620542080319	-0.485305040801865
ADGRE5	976	0.106620542080319	0.6966959613007
TRPC1	7220	0.10664478509219	-0.563695387701632
D2HGDH	728294	0.106682952854599	0.311029595358973
TNXB///TNXA	7148///7146	0.106682952854599	0.226140940820513
CEP97	79598	0.106682952854599	-0.348648284216784
		0.106691854103014	0.56941267734965
		0.106710233208153	0.167538251657342
		0.106770342783063	-0.802856357426574
DNAH7	56171	0.106774861859795	0.182335668951049
RLN2	6019	0.106923193341244	-0.277924782671329
		0.106945512900576	-0.345789924198136
PPARGC1A	10891	0.106985981643567	0.398587534170163
RBM41	55285	0.106994223963424	-0.440171378962704
		0.106994223963424	-0.294634306771561
ORM2	5005	0.106994223963424	-0.4697311642331
ABCE1	6059	0.107083288600275	0.474114104125873
REC8	9985	0.10711413699211	-0.587361296668997
C1QTNF3-AMACR///AMACR	100534612///23600	0.107127270623645	-0.407719768144522
STPG1	90529	0.107165698901334	-0.577393792396271
PLN	5350	0.107291256268178	-0.220497743181818
MAP1LC3C	440738	0.107344366567873	0.271019801913753
NIPSNAP3B	55335	0.107405045380339	-0.6851062096014
TUBGCP5	114791	0.107407355058421	0.357381863648019
BMP7	655	0.107501876252533	0.235616247589743
		0.107528174826946	0.232697740067599
ALDH1L2	160428	0.107535086679275	1.03281489137762
MAN1C1	57134	0.107535086679275	0.324602502776224
TMPRSS11F	389208	0.107535086679275	0.417089246389277
GDF5	8200	0.107535086679275	0.230761565510489
SIX2	10736	0.107535086679275	0.368843388377622
MON2	23041	0.10756899938879	-0.26207822823077
OR10H5	284433	0.107601706586565	-0.379108431668999
